title,slug,kind,canonical_id,reality_tier,literalness,provider_targets,priority,labels,description
Power Word Stun (spell),power-word-stun,spell,spell-power-word-stun,shipping-now,hybrid,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Power Word Stun
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

Freeze a process instantly — hard pause, state preserved, resumable.

## Current Interpretation

In D&D, Power Word Stun locks a creature in place — alive but unable to act. The real-world version is SIGSTOP: a hard freeze that preserves state but halts all activity. Account lockouts, emergency process suspension, administrative holds. Unlike Power Word Kill, the target can be unfrozen. The spell is for situations where something must stop right now but destruction is not warranted — you need the process alive for investigation, for later resumption, or because killing it would cause worse problems than freezing it.

## Default Invocation

Use $power-word-stun to immediately freeze a process, account, or system in place — preserving its state for investigation or later resumption.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Prestidigitation (spell),prestidigitation,spell,spell-prestidigitation,shipping-now,hybrid,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Prestidigitation
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Handle quick, low-stakes utility tasks that do not deserve a full spell.

## Current Interpretation

Use this cantrip for small acts of practical magic: reformat some text, clean a small dataset, generate a quick chart, convert a unit, tidy a file, or produce a one-off artifact.

## Default Invocation

Use $prestidigitation to handle this quick task cleanly, without over-engineering it.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Programmed Illusion (spell),programmed-illusion,spell,spell-programmed-illusion,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Programmed Illusion
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Set up an illusion that activates automatically when conditions are met.

## Current Interpretation

In D&D, Programmed Illusion creates an illusion that lies dormant until a specific trigger condition is met, then plays out its scene automatically. The real-world version is the conditional demo, automated preview, or triggered walkthrough: onboarding flows that appear when a user first visits, contextual tooltips that activate on hover, preview environments that spin up on pull request, automated scenario presentations that play when specific data conditions are detected. Programmed Illusion is the illusion that does not need a wizard present to cast it.

## Default Invocation

Use $programmed-illusion to create an automated demo, triggered walkthrough, or conditional preview that activates when specific conditions are met — without requiring someone to run it manually.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Project Image (spell),project-image,spell,spell-project-image,shipping-now,hybrid,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Project Image
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Project a version of yourself into a place you cannot physically be.

## Current Interpretation

In D&D, Project Image creates an illusory copy of yourself at a distant location — you can see through its eyes, speak through its mouth, and cast spells through it. The real-world version is remote presence: avatars, recorded video stand-ins, bot representations, asynchronous video messages. Project Image is the spell for being in two places at once — attending a meeting via avatar while working on something else, leaving a recorded presence in a channel, or deploying an automated representative that speaks with your voice and authority within defined limits.

## Default Invocation

Use $project-image to set up remote presence — an avatar, recorded stand-in, or automated representative — that projects you into a space you cannot physically attend.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Raise Dead (spell),raise-dead,spell,spell-raise-dead,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Raise Dead
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Partially recover a dead system with known limitations and penalties.

## Current Interpretation

In D&D, Raise Dead brings a creature back to life but with penalties: reduced ability scores that recover over time. Unlike Resurrection (full recovery), Raise Dead returns the target in a weakened state. The real-world version is partial recovery: bringing a service back online in degraded mode, recovering a database with known gaps in recent data, or restoring a system from an older backup knowing that some recent state is lost.

## Default Invocation

Use $raise-dead to bring this [system/service/environment] back in degraded mode. What do we get back, what is lost, and when will it be fully restored?

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Regenerate (spell),regenerate,spell,spell-regenerate,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Regenerate
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Reconstruct missing components or lost data from surrounding context.

## Current Interpretation

In D&D, Regenerate regrows lost limbs. The real-world version is reconstruction: rebuilding lost data from backups and surrounding context, regenerating a deleted component from its tests and documentation, or reconstructing a corrupted file from its known structure and partial content. Unlike Resurrection (which brings back a fully dead system from artifacts), Regenerate is for systems that are alive but missing pieces.

## Default Invocation

Use $regenerate to reconstruct this [lost file/deleted component/corrupted data] from surviving context, tests, and documentation.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Resurrection (spell),resurrection,spell,spell-resurrection,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Resurrection
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Bring a dead system, service, or environment back to full operation from backups and artifacts.

## Current Interpretation

Use this spell when a system has truly died — crashed, deleted, corrupted beyond repair — and needs to be rebuilt from whatever remains. Distinct from Speak with Dead, which queries dead systems for knowledge; Resurrection actually revives them.

## Default Invocation

Use $resurrection to bring this dead system back from whatever backups and artifacts remain, verifying each step.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Scrying (spell),scrying,spell,spell-scrying,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Scrying
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Observe a live remote system, service, or deployment in real time.

## Current Interpretation

Use this spell when you need to see what is happening right now on a distant system rather than reading stale logs or cached reports.

## Default Invocation

Use $scrying to show me the live state of this system right now, with timestamps and staleness clearly labeled.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
See Invisibility (spell),see-invisibility,spell,spell-see-invisibility,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: See Invisibility
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Reveal what has been deliberately hidden, obscured, or made hard to find.

## Current Interpretation

In D&D, See Invisibility lets you see creatures and objects that have been made invisible. The real-world version is revealing deliberate obscurity: finding the hidden costs in a pricing page, uncovering the actual terms buried in a EULA, identifying the obfuscated tracking in a codebase, or surfacing the real behavior behind a misleading UI. Unlike Perception (which notices what is overlooked) or True Seeing (which pierces all illusion), See Invisibility specifically targets things that were hidden on purpose.

## Default Invocation

Use \$see-invisibility to audit this [product/contract/codebase/page] for deliberately hidden or obscured elements. What has been made hard to find on purpose?

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Seeming (spell),seeming,spell,spell-seeming,shipping-now,metaphorical,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Seeming
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude

## Tagline

Re-skin the whole cast without rewriting their roles.

## Current Interpretation

Seeming is coordinated appearance change at scale: mass theming, batch rebranding, global copy tone shifts, and UI-wide presentation updates. The underlying structures stay the same. The spell is about coherent surface transformation, not structural reinvention.

## Default Invocation

Use $seeming to plan a coordinated presentation-only change across this set of interfaces, assets, or messages.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Sending (spell),sending,spell,spell-sending,shipping-now,literal,openai|claude|openclaw,2,ai|type:feature|automation|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Sending
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: literal
- Provider targets: openai, claude, openclaw

## Tagline

Deliver a precisely crafted message to a specific recipient through the optimal channel.

## Current Interpretation

Use this spell when you need to dispatch a message — the agent determines the right channel, formats for that medium, and sends with the user's approval.

## Default Invocation

Use $sending to draft and deliver this message through the best available channel, but show me the draft before it goes out.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Shatter (spell),shatter,spell,spell-shatter,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Shatter
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Find the resonant frequency and break it on purpose.

## Current Interpretation

In D&D, Shatter creates a painful ringing noise that is especially devastating to rigid, crystalline structures — it finds the frequency that makes things fall apart. The real-world version is chaos engineering: deliberately introducing failure to discover where systems are brittle. Fuzz testing, load testing, fault injection, game-day exercises. Shatter does not break things out of malice. It breaks things because you would rather find the cracks now, in a controlled setting, than discover them at 3 AM in production. The spell targets rigidity. Flexible systems bend; brittle systems shatter.

## Default Invocation

Use $shatter to stress-test a system, plan, or codebase by finding its resonant frequencies — the assumptions, edge cases, and structural weaknesses that would break under real pressure.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Silence (spell),silence,spell,spell-silence,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Silence
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Suppress noise, filter irrelevant signals, and create focused working environments.

## Current Interpretation

Use this spell when you are drowning in notifications, verbose logs, irrelevant alerts, or context that does not serve the current task.

## Default Invocation

Use $silence to filter the noise here down to what actually matters, and tell me what you are suppressing.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Silent Image (spell),silent-image,spell,spell-silent-image,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Silent Image
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Create a static visual mockup — no interaction, no sound, just the picture.

## Current Interpretation

In D&D, Silent Image creates a purely visual illusion — no sound, no smell, no substance. It looks real but falls apart if you interact with it. The real-world version is the static design comp: a high-fidelity visual mockup that shows exactly what something will look like but does nothing when you click it. Figma frames without prototyping links, screenshot mockups, rendered previews, static architecture diagrams. Silent Image is faster than Major Image because it skips interactivity. Use it when the only question is what does it look like.

## Default Invocation

Use $silent-image to create a static visual mockup or design comp that answers the question what will this look like without investing in interactivity.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Sleep (spell),sleep,spell,spell-sleep,shipping-now,hybrid,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Sleep
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Put processes, notifications, or systems into graceful suspension.

## Current Interpretation

In D&D, Sleep drops creatures into unconsciousness without violence — no save, no damage, they just stop. The real-world analog is graceful process suspension: DND mode, hibernation workflows, maintenance windows, cooldown periods. Sleep is not Kill. The target should wake up intact when the spell ends. This is the spell for when you need things to stop happening for a while without destroying state.

## Default Invocation

Use $sleep to design a graceful suspension plan for this [system/process/notification channel]. Define what stops, what queues, and how it wakes up.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Speak with Animals (spell),speak-with-animals,spell,spell-speak-with-animals,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Speak with Animals
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Translate chirps, spikes, and status lights into plain language.

## Current Interpretation

Speak with Animals interprets non-verbal machine signals the way a skilled naturalist reads calls and tracks. It is for telemetry, dashboards, alert streams, sensor output, and odd machine behavior that clearly means something but does not yet mean anything to a human. The spell turns machine noises into operational sense-making.

## Default Invocation

Use $speak-with-animals to translate this telemetry, dashboard noise, or sensor stream into what the machines are actually trying to tell us.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Speak with Dead (spell),speak-with-dead,spell,spell-speak-with-dead,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Speak with Dead
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Extract knowledge from abandoned, deprecated, or legacy systems.

## Current Interpretation

Use this spell when the answers you need are buried in dead codebases, sunset APIs, archived documentation, or the tribal knowledge frozen in old commits and departed contributors.

## Default Invocation

Use $speak-with-dead to interrogate this legacy system and tell me what it knew, what it intended, and where the evidence runs out.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Speak with Plants (spell),speak-with-plants,spell,spell-speak-with-plants,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Speak with Plants
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Read the slow truth hidden in roots, branches, and growth rings.

## Current Interpretation

Speak with Plants listens to slow, structural systems: codebases, dependency graphs, file trees, schema histories, and repositories with seasons baked into them. These systems do not bark in alarms; they reveal themselves through branching patterns, accreted layers, and places where nothing has moved in years. The spell helps you hear what the structure has been quietly telling maintainers all along.

## Default Invocation

Use $speak-with-plants to read this codebase, file tree, or schema like a living structure and tell me what its shape is trying to say.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Stinking Cloud (spell),stinking-cloud,spell,spell-stinking-cloud,shipping-now,metaphorical,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Stinking Cloud
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude

## Tagline

Make an area inhospitable without destroying it.

## Current Interpretation

In D&D, Stinking Cloud fills an area with nauseating gas — creatures inside are incapacitated but the terrain itself is undamaged. The real-world version is area denial: making a zone, endpoint, or resource unusable to unwanted traffic without permanently destroying or modifying it. Rate limiting, IP-range blocks, honeypots, tarpits, geographic restrictions. Stinking Cloud is defensive — it protects a perimeter by making the area inside it miserable for intruders while leaving the underlying infrastructure intact.

## Default Invocation

Use $stinking-cloud to set up area-denial defenses — rate limits, tarpits, honeypots, or deterrent zones that make an area inhospitable to unwanted traffic without destroying the underlying infrastructure.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Suggestion (spell),suggestion,spell,spell-suggestion,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Suggestion
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Plant one well-crafted idea that a person will want to act on.

## Current Interpretation

The bard whispers a reasonable-sounding course of action and the target pursues it as if it were their own idea. In practice this is the craft of the nudge: writing the CTA that gets clicked, the notification that gets read, the microcopy that steers behavior without the user feeling steered. Suggestion is not deception — the planted idea must sound reasonable. If it does not survive the sniff test, the spell fails.

## Default Invocation

Use $suggestion to draft a single nudge, CTA, or notification that drives this action while passing the 'would they be angry if they knew?' test.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Symbol (spell),symbol,spell,spell-symbol,shipping-now,literal,openai|claude|openclaw,2,ai|type:feature|automation|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Symbol
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: literal
- Provider targets: openai, claude, openclaw

## Tagline

Mark a resource with a named sigil that triggers automatic policy enforcement when conditions are met.

## Current Interpretation

In D&D, Symbol inscribes a powerful glyph with a predefined effect — death, fear, sleep, stunning — that triggers when conditions are met. Unlike Glyph of Warding (which protects a specific place or object), Symbol marks a conceptual boundary with a named policy. The real-world version is semantic policy tagging: marking a database column as PII so access triggers audit logging, tagging a deployment as HIPAA-scoped so changes require compliance review, or labeling an API endpoint as rate-limited-aggressive so traffic spikes trigger automatic throttling. The symbol is the policy, and the policy enforces itself.

## Default Invocation

Use $symbol to mark this resource, role, or state with a named policy sigil that triggers automatic enforcement when conditions are met.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Teleport (spell),teleport,spell,spell-teleport,prototype,hybrid,openai|claude|openclaw,4,ai|type:feature|automation|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Teleport
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Move an entire world without leaving its people stranded.

## Current Interpretation

Teleport is full-context migration: an application, environment, dataset, or service estate moves from one place to another in a way that tries to feel instantaneous to everyone depending on it. In reality, there is always preparation behind the magic. Data has to stay consistent, dependencies have to reattach, traffic has to cut over, and the old world has to remain recoverable long enough to trust the new one. The spell is powerful because it compresses a terrifying amount of movement into one decisive act. It is dangerous for exactly the same reason.

## Default Invocation

Use $teleport to plan a full system migration from this source environment to that destination, including cutover, rollback, and post-arrival verification.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Teleportation Circle (spell),teleportation-circle,spell,spell-teleportation-circle,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Teleportation Circle
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Establish reusable deployment pipelines, standing sync routes, and repeatable migration paths.

## Current Interpretation

Use this spell when you need a permanent, reliable portal between two environments — a CI/CD pipeline, a standing data sync, a repeatable deployment, or a migration path you will use more than once.

## Default Invocation

Use $teleportation-circle to establish a reusable pipeline between these environments, with testing and monitoring built in.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Thunderwave (spell),thunderwave,spell,spell-thunderwave,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Thunderwave
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Trigger a dramatic, high-impact action through a tightly gated device, webhook, or automation.

## Current Interpretation

Use this skill for intentionally theatrical or forceful actions, but only behind explicit confirmation and a hard safety boundary.

## Default Invocation

Use $thunderwave to design or trigger a tightly scoped dramatic effect, but stop for confirmation before any irreversible action.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Tongues (spell),tongues,spell,spell-tongues,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Tongues
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Make unlike systems understand the same sentence.

## Current Interpretation

Tongues is universal translation across languages, formats, and protocols. It can mean English to Spanish, JSON to XML, REST to GraphQL, Python to JavaScript, or one team's business vocabulary to another team's schema. The spell is not just about swapping tokens. It is about preserving meaning while crossing into a different representation. Good Tongues work makes both sides feel native. Bad Tongues work creates a smooth-looking mistranslation that fails at the edges.

## Default Invocation

Use $tongues to translate this language, format, or protocol into the target form while telling me exactly what meaning survives and what gets lost.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
True Polymorph (spell),true-polymorph,spell,spell-true-polymorph,prototype,hybrid,openai|claude,4,ai|type:feature|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: True Polymorph
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

Transform a system so completely that the original form is gone — no rollback, no undo.

## Current Interpretation

In D&D, True Polymorph is the permanent transformation — the target becomes something fundamentally different, and if held long enough, the change is irreversible. Unlike Polymorph (temporary disguise or adaptation), True Polymorph means the old identity is gone. The real-world version is irreversible system transformation: rewriting a service from Python to Rust so thoroughly the Python version cannot be recovered, migrating from SQL to a graph database with no backward-compatible schema, or restructuring an organization so completely that the old org chart is not just outdated but nonsensical. True Polymorph is the point of no return.

## Default Invocation

Use $true-polymorph to evaluate and plan an irreversible transformation of this system into a fundamentally different form, including the point of no return and all dependent migrations.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
True Seeing (spell),true-seeing,spell,spell-true-seeing,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: True Seeing
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Pierce through abstraction, spin, and obfuscation to surface ground truth.

## Current Interpretation

Use this spell when the surface presentation is misleading and you need to see what is actually there — beneath the marketing, the abstractions, the outdated docs, or the complexity.

## Default Invocation

Use $true-seeing to look past the surface of this situation and tell me what is actually true, what is spin, and what we cannot yet know.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
True Strike (spell),true-strike,spell,spell-true-strike,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: True Strike
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Aim once with evidence so the next command lands on the first shot.

## Current Interpretation

Use this spell for preflight certainty: dry runs, validation checks, dependency verification, and rehearsals that make the next deploy, query, or command much more likely to succeed. It trades a little time up front for fewer blind swings and fewer expensive misses.

## Default Invocation

Use $true-strike to preflight this action, tell me whether it is ready to fire, and name the remaining miss chances.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Unseen Servant (spell),unseen-servant,spell,spell-unseen-servant,shipping-now,literal,openai|claude|openclaw,2,ai|type:feature|automation|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Unseen Servant
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: literal
- Provider targets: openai, claude, openclaw

## Tagline

Run a persistent background agent that handles mundane, repeating tasks silently.

## Current Interpretation

Use this spell when you need a tireless helper that organizes, tidies, triages, and maintains without requiring your constant attention.

## Default Invocation

Use $unseen-servant to set up a background agent for this recurring task, with a clear mandate, activity log, and kill switch.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Vicious Mockery (spell),vicious-mockery,spell,spell-vicious-mockery,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Vicious Mockery
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Deliver a critique so sharp it actually weakens the target's position.

## Current Interpretation

The bard's cantrip that deals psychic damage through insults. In practice this is adversarial review — the art of finding and articulating exactly what is wrong with something in a way that is impossible to ignore. Unlike polite feedback that gets filed and forgotten, vicious mockery lands. It is the red-team report that makes the PM cancel the launch, the code review that makes the author delete the PR, the roast that makes the founder pivot. The damage is the point.

## Default Invocation

Use $vicious-mockery to tear apart this [plan/proposal/design/argument]. Find the real weaknesses and state them so sharply they cannot be ignored.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Zone of Truth (spell),zone-of-truth,spell,spell-zone-of-truth,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Zone of Truth
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Establish a high-integrity epistemic environment where claims must be sourced and uncertainty labeled.

## Current Interpretation

Use this spell to enter a mode where every assertion is backed by evidence, confidence is calibrated, speculation is flagged, and hallucination is actively resisted.

## Default Invocation

Use $zone-of-truth to switch into high-integrity mode: source every claim, label every uncertainty, and flag anything speculative.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
